Country,Continent,Year,CO2 emission (Tons),Area (km2),% of World,Density(km2),Per capita electricity (kWh),Population (in Thousands),GDP (USD Millions),Import % of GDP,Export (USD 2024 Valuation),GDP_missing,EC_missing,Import_missing,Export_missing
Denmark,Europe,2008,3622579558,43094,0,136/km²,6660.93,5493621,3.53361E+11,50.65243249,1.91436E+11,0,0,0,0
Denmark,Europe,2009,3671395565,43094,0,136/km²,6582.96,5523095,3.21241E+11,42.62896583,1.51388E+11,0,0,0,0
Denmark,Europe,2010,3720566069,43094,0,136/km²,6997.49,5547683,3.21995E+11,43.57704925,1.62681E+11,0,0,0,0
Denmark,Europe,2011,3764781246,43094,0,136/km²,6308.459,5570572,3.44003E+11,47.42564656,1.85143E+11,0,0,0,0
Denmark,Europe,2012,3804621405,43094,0,136/km²,5471.484,5591572,3.27149E+11,48.61047632,1.78723E+11,0,0,0,0
Denmark,Europe,2013,3846367301,43094,0,136/km²,6161.593,5614932,3.43584E+11,48.2213221,1.88383E+11,0,0,0,0
Denmark,Europe,2014,3883910718,43094,0,136/km²,5683.063,5643475,3.52994E+11,47.65077691,1.92781E+11,0,0,0,0
Denmark,Europe,2015,3919114412,43094,0,136/km²,5085.525,5683483,3.02673E+11,48.630054,1.67736E+11,0,0,0,0
Denmark,Europe,2016,3956125798,43094,0,136/km²,5349.002,5728010,3.13116E+11,46.74284826,1.67285E+11,0,0,0,0
Denmark,Europe,2017,3990868885,43094,0,136/km²,5413.207,5764980,3.32121E+11,47.90201313,1.82924E+11,0,0,0,0
Denmark,Europe,2018,4025541236,43094,0,136/km²,5278.044,5793636,3.56841E+11,50.41519194,2.01829E+11,0,0,0,0
Denmark,Europe,2019,4056438497,43094,0,136/km²,5114.454,5814422,3.46499E+11,51.57764639,2.03212E+11,0,0,0,0
Denmark,Europe,2020,4082633409,43094,0,136/km²,4982.56,5831404,3.54763E+11,48.63607964,1.95545E+11,0,0,0,0
Djibouti,Africa,1990,7009232,23200,0,48/km²,2234.371,577173,452328087.3,38.61732798,8681096447,0,1,1,1
Djibouti,Africa,1991,7295024,23200,0,48/km²,2234.371,628521,462421998.5,38.61732798,8681096447,0,1,1,1
Djibouti,Africa,1992,7595472,23200,0,48/km²,2234.371,623197,478058304.9,38.61732798,8681096447,0,1,1,1
Djibouti,Africa,1993,7895920,23200,0,48/km²,2234.371,611231,466048469.2,38.61732798,8681096447,0,1,1,1
Djibouti,Africa,1994,8189040,23200,0,48/km²,2234.371,623477,491689220.7,38.61732798,8681096447,0,1,1,1
Djibouti,Africa,1995,8500480,23200,0,48/km²,2234.371,629619,497723960.6,38.61732798,8681096447,0,1,1,1
Djibouti,Africa,1996,8793600,23200,0,48/km²,2234.371,644649,494004647.7,38.61732798,8681096447,0,1,1,1
Djibouti,Africa,1997,9123360,23200,0,48/km²,2234.371,667786,502675542,38.61732798,8681096447,0,1,1,1
Djibouti,Africa,1998,9508080,23200,0,48/km²,2234.371,694920,514267869.3,38.61732798,8681096447,0,1,1,1
Djibouti,Africa,1999,9892800,23200,0,48/km²,2234.371,719371,536080148.1,38.61732798,8681096447,0,1,1,1
Djibouti,Africa,2000,10259200,23200,0,48/km²,250.844,742033,551230861.9,38.61732798,8681096447,0,0,1,1
Djibouti,Africa,2001,10625600,23200,0,48/km²,244.196,765490,572417440.8,38.61732798,8681096447,0,0,1,1
Djibouti,Africa,2002,11024976,23200,0,48/km²,251.691,789129,591122039.6,38.61732798,8681096447,0,0,1,1
Djibouti,Africa,2003,11446336,23200,0,48/km²,247.486,806411,622044665.5,38.61732798,8681096447,0,0,1,1
Djibouti,Africa,2004,11853040,23200,0,48/km²,261.794,818373,666072101.8,38.61732798,8681096447,0,0,1,1
Djibouti,Africa,2005,12267072,23200,0,48/km²,306.416,830861,708633194.7,38.61732798,8681096447,0,0,1,1
Djibouti,Africa,2006,12677440,23200,0,48/km²,331.003,846947,768873684,38.61732798,8681096447,0,0,1,1
Djibouti,Africa,2007,13139104,23200,0,48/km²,377.426,865196,847918929.1,38.61732798,8681096447,0,0,1,1
Djibouti,Africa,2008,13637408,23200,0,48/km²,390.759,882886,999105339.3,38.61732798,8681096447,0,0,1,1
Djibouti,Africa,2009,14095408,23200,0,48/km²,396.221,901103,1049110685,38.61732798,8681096447,0,0,1,1
Djibouti,Africa,2010,14612032,23200,0,48/km²,423.712,919199,1128611700,38.61732798,8681096447,0,0,1,1
Djibouti,Africa,2011,15084688,23200,0,48/km²,426.394,936811,1239144502,38.61732798,8681096447,0,0,1,1
Djibouti,Africa,2012,15572000,23200,0,48/km²,423.321,954297,1353632942,38.61732798,8681096447,0,0,1,1
Djibouti,Africa,2013,16128690,23200,0,48/km²,461.34,971753,2042817163,191.4582142,3197791277,0,0,0,0
Djibouti,Africa,2014,16516996,23200,0,48/km²,105.151,989087,2214679081,140.9935517,3507482741,0,0,0,0
Djibouti,Africa,2015,16964137,23200,0,48/km²,183.261,1006259,2424391785,122.9421488,3525582233,0,0,0,0
Djibouti,Africa,2016,17363646,23200,0,48/km²,89.87,1023261,2604955229,109.3079735,2703006398,0,0,0,0
Djibouti,Africa,2017,17767030,23200,0,48/km²,58.786,1040233,2762581334,155.8696049,4146589317,0,0,0,0
Djibouti,Africa,2018,18155758,23200,0,48/km²,42.756,1057198,2913466732,143.7788116,4563067955,0,0,0,0
Djibouti,Africa,2019,18558158,23200,0,48/km²,42.114,1073994,3088853639,154.2212566,5149667175,0,0,0,0
Djibouti,Africa,2020,18909622,23200,0,48/km²,2234.371,1090156,3185150981,107.2114599,3682879345,0,1,0,0
Dominica,North America,1990,989280,751,0,97/km²,2234.371,69481,201429629.6,38.61732798,8681096447,0,1,1,1
Dominica,North America,1991,1047904,751,0,97/km²,2234.371,69141,219762963,38.61732798,8681096447,0,1,1,1
Dominica,North America,1992,1106528,751,0,97/km²,2234.371,69112,234059259.3,38.61732798,8681096447,0,1,1,1
Dominica,North America,1993,1168816,751,0,97/km²,2234.371,69169,245525925.9,38.61732798,8681096447,0,1,1,1
Dominica,North America,1994,1234768,751,0,97/km²,2234.371,69198,264374074.1,38.61732798,8681096447,0,1,1,1
Dominica,North America,1995,1315376,751,0,97/km²,2234.371,69201,274522222.2,38.61732798,8681096447,0,1,1,1
Dominica,North America,1996,1388656,751,0,97/km²,2234.371,69166,292285185.2,38.61732798,8681096447,0,1,1,1
Dominica,North America,1997,1469264,751,0,97/km²,2234.371,69081,302988888.9,38.61732798,8681096447,0,1,1,1
Dominica,North America,1998,1546208,751,0,97/km²,2234.371,68938,322411111.1,38.61732798,8681096447,0,1,1,1
Dominica,North America,1999,1626816,751,0,97/km²,2234.371,68698,331759259.3,38.61732798,8681096447,0,1,1,1
Dominica,North America,2000,1729408,751,0,97/km²,1062.455,68346,333470370.4,38.61732798,8681096447,0,0,1,1
Dominica,North America,2001,1839328,751,0,97/km²,1119.548,68153,340203703.7,38.61732798,8681096447,0,0,1,1
Dominica,North America,2002,1941920,751,0,97/km²,1016.609,68262,333196296.3,38.61732798,8681096447,0,0,1,1
Dominica,North America,2003,2059168,751,0,97/km²,1084.135,68442,343311111.1,38.61732798,8681096447,0,0,1,1
Dominica,North America,2004,2202064,751,0,97/km²,1079.745,68574,367200000,38.61732798,8681096447,0,0,1,1
Dominica,North America,2005,2344960,751,0,97/km²,1122.131,68674,364255555.6,38.61732798,8681096447,0,0,1,1
Dominica,North America,2006,2487856,751,0,97/km²,1148.223,68742,390251851.9,50.95569812,144429629.6,0,0,0,0
Dominica,North America,2007,2671056,751,0,97/km²,1162.479,68775,421374074.1,56.08722785,147844444.4,0,0,0,0
Dominica,North America,2008,2835936,751,0,97/km²,1176.072,68782,458188888.9,62.70824745,156733333.3,0,0,0,0
Dominica,North America,2009,2997152,751,0,97/km²,1254.799,68787,489074074.1,54.0749716,147951851.9,0,0,0,0
Dominica,North America,2010,3169360,751,0,97/km²,1338.939,68755,493825925.9,53.56513391,175644444.4,0,0,0,0
Dominica,North America,2011,3323248,751,0,97/km²,1380.584,68742,501025925.9,52.85303488,188274074.1,0,0,0,0
Dominica,North America,2012,3488128,751,0,97/km²,1372.72,68888,485996296.3,51.41557244,158362963,0,0,0,0
Dominica,North America,2013,3656672,751,0,97/km²,1371.464,68819,498296296.3,48.89921213,193466666.7,0,0,0,0
Dominica,North America,2014,3832544,751,0,97/km²,1383.537,69371,520429629.6,65.07443992,272781481.5,0,0,0,0
Dominica,North America,2015,4008416,751,0,97/km²,1452.153,70007,540737037,60.46342783,255900000,0,0,0,0
Dominica,North America,2016,4187952,751,0,97/km²,1519.584,70075,576229629.6,57.15121287,257177777.8,0,0,0,0
Dominica,North America,2017,4349168,751,0,97/km²,1166.485,70403,521551851.9,61.75232035,213188888.9,0,0,0,0
Dominica,North America,2018,4510384,751,0,97/km²,896.015,70823,554770370.4,77.76724437,161955555.6,0,0,0,0
Dominica,North America,2019,4667740,751,0,97/km²,1255.821,71428,611537037,38.61732798,8681096447,0,0,1,1
Dominica,North America,2020,4806990,751,0,97/km²,2234.371,71995,504214814.8,38.61732798,8681096447,0,1,1,1
Dominican Republic,North America,1990,166030009,48671,0,231/km²,2234.371,7129004,7073675545,38.58770577,2165302159,0,1,0,0
Dominican Republic,North America,1991,175568295,48671,0,231/km²,2234.371,7278402,9824483340,43.01309581,3937453796,0,1,0,0
Dominican Republic,North America,1992,185986483,48671,0,231/km²,2234.371,7427340,11605382504,43.66105123,4271216000,0,1,0,0
Dominican Republic,North America,1993,197195235,48671,0,231/km²,2234.371,7576074,13081042400,41.61356437,4760104000,0,1,0,0
Dominican Republic,North America,1994,208991681,48671,0,231/km²,2234.371,7723934,14644734599,40.94936835,5302644573,0,1,0,0
Dominican Republic,North America,1995,224098656,48671,0,231/km²,2234.371,7869753,16637370839,38.67123776,5860800311,0,1,0,0
Dominican Republic,North America,1996,240583008,48671,0,231/km²,2234.371,8012314,18241622548,37.75578114,6363901907,0,1,0,0
Dominican Republic,North America,1997,257848698,48671,0,231/km²,2234.371,8150076,20017450041,39.01094963,7050603812,0,1,0,0
Dominican Republic,North America,1998,275636882,48671,0,231/km²,2234.371,8282126,21672215547,41.60141843,7435712075,0,1,0,0
Dominican Republic,North America,1999,293458135,48671,0,231/km²,2234.371,8411374,22136579397,41.32165117,7743619442,0,1,0,0
Dominican Republic,North America,2000,312449762,48671,0,231/km²,952.232,8540791,24305780629,43.80256795,8628023507,0,0,0,0
Dominican Republic,North America,2001,331594358,48671,0,231/km²,1131.884,8669040,25601823688,38.61994772,8164580328,0,0,0,0
Dominican Republic,North America,2002,352543487,48671,0,231/km²,1354.26,8795101,27137440786,37.99927275,8337710063,0,0,0,0
Dominican Republic,North America,2003,373888496,48671,0,231/km²,1417.28,8919852,21403167848,42.29650503,9022076949,0,0,0,0
Dominican Republic,North America,2004,391221688,48671,0,231/km²,1246.595,9043127,22322387382,40.2039463,9185099134,0,0,0,0
Dominican Republic,North America,2005,409162209,48671,0,231/km²,1316.924,9164768,35777560684,33.32242058,10136190145,0,0,0,0
Dominican Republic,North America,2006,428274141,48671,0,231/km²,1416.682,9284168,37879830084,35.54156637,10691550324,0,0,0,0
Dominican Republic,North America,2007,448267071,48671,0,231/km²,1461.607,9402206,43965458509,35.18520867,11766045684,0,0,0,0
Dominican Republic,North America,2008,468598907,48671,0,231/km²,1234.5,9522948,48122601530,37.4853166,11504543542,0,0,0,0
Dominican Republic,North America,2009,488379573,48671,0,231/km²,1206.831,9648061,48261078914,29.5813545,10149752807,0,0,0,0
Dominican Republic,North America,2010,508933026,48671,0,231/km²,1442.794,9775755,53860187258,33.32418387,12213202600,0,0,0,0
Dominican Republic,North America,2011,530250940,48671,0,231/km²,1521.458,9903737,58029773599,34.80269059,14035647012,0,0,0,0
Dominican Republic,North America,2012,551505694,48671,0,231/km²,1590.852,10030882,60681535653,33.80549602,14917449841,0,0,0,0
Dominican Republic,North America,2013,572772654,48671,0,231/km²,1664.708,10157051,62682159338,31.51459739,15775318534,0,0,0,0
Dominican Republic,North America,2014,594573265,48671,0,231/km²,1601.77,10282115,67179955677,30.34503269,16896693029,0,0,0,0
Dominican Republic,North America,2015,618067854,48671,0,231/km²,1645.362,10405832,71164826837,28.40949542,16909888897,0,0,0,0
Dominican Republic,North America,2016,642712421,48671,0,231/km²,1699.504,10527592,75704647878,27.67659173,18100511577,0,0,0,0
Dominican Republic,North America,2017,666729343,48671,0,231/km²,1716.472,10647244,79998046306,26.54294008,18945253597,0,0,0,0
Dominican Republic,North America,2018,692427431,48671,0,231/km²,1751.736,10765531,85555390139,28.50453508,20149518937,0,0,0,0
Dominican Republic,North America,2019,719947619,48671,0,231/km²,1724.12,10881882,88941372558,27.94186288,20518136087,0,0,0,0
Dominican Republic,North America,2020,747716929,48671,0,231/km²,2234.371,10999664,78844656298,25.99795939,14425179543,0,1,0,0
Ecuador,South America,1990,317859362,276841,0.002,65/km²,620.555,10449837,15239272612,21.83054027,3469124711,0,0,0,0
Ecuador,South America,1991,334016537,276841,0.002,65/km²,665.98,10686279,16988535268,21.5220564,4021964982,0,0,0,0
Ecuador,South America,1992,355976213,276841,0.002,65/km²,671.514,10914222,18094238119,20.67280351,4366816408,0,0,0,0
Ecuador,South America,1993,380064739,276841,0.002,65/km²,676.124,11132829,18938717359,23.13537759,3794531266,0,0,0,0
Ecuador,South America,1994,393604299,276841,0.002,65/km²,726.624,11347652,22708673337,23.49792943,4605277639,0,0,0,0
Ecuador,South America,1995,416290538,276841,0.002,65/km²,735.788,11561683,24432884442,24.62436736,5201004502,0,0,0,0
Ecuador,South America,1996,440315459,276841,0.002,65/km²,827.058,11775221,25226393197,21.942418,5618746373,0,0,0,0
Ecuador,South America,1997,458521906,276841,0.002,65/km²,866.986,11987838,28162053027,23.48226011,6064677339,0,0,0,0
Ecuador,South America,1998,480835389,276841,0.002,65/km²,892.765,12199693,27981896948,25.50315708,5006507254,0,0,0,0
Ecuador,South America,1999,502199803,276841,0.002,65/km²,828.486,12412046,19645272636,22.82370916,5181939970,0,0,0,0
Ecuador,South America,2000,522762020,276841,0.002,65/km²,816.633,12626507,18327764882,27.33716401,5888259130,0,0,0,0
Ecuador,South America,2001,545702129,276841,0.002,65/km²,831.633,12845521,24468324000,27.52231007,5682217000,0,0,0,0
Ecuador,South America,2002,570455336,276841,0.002,65/km²,878.857,13070609,28548945000,27.88417576,6135846000,0,0,0,0
Ecuador,South America,2003,597202142,276841,0.002,65/km²,838.593,13301184,32432858000,24.64323064,7329307000,0,0,0,0
Ecuador,South America,2004,625987812,276841,0.002,65/km²,962.715,13534593,36591661000,26.11089177,8984844000,0,0,0,0
Ecuador,South America,2005,655957316,276841,0.002,65/km²,879.649,13770012,41507085000,28.4816556,11463499000,0,0,0,0
Ecuador,South America,2006,684851947,276841,0.002,65/km²,1004.884,14009061,46802044000,29.37670842,14196499000,0,0,0,0
Ecuador,South America,2007,718537463,276841,0.002,65/km²,1160.073,14251835,51007777000,30.65537045,16287685000,0,0,0,0
Ecuador,South America,2008,748110525,276841,0.002,65/km²,1256.561,14496797,61762635000,33.89330782,21100364000,0,0,0,0
Ecuador,South America,2009,780613726,276841,0.002,65/km²,1213.52,14742766,62519686000,26.85574109,15785663000,0,0,0,0
Ecuador,South America,2010,815439334,276841,0.002,65/km²,1251.406,14989585,69555367000,32.40828274,19402439000,0,0,0,0
Ecuador,South America,2011,852837710,276841,0.002,65/km²,1304.473,15237728,79276664000,33.36903909,24671849000,0,0,0,0
Ecuador,South America,2012,889991732,276841,0.002,65/km²,1428.603,15483883,87924544000,31.58630314,26522271000,0,0,0,0
Ecuador,South America,2013,929354073,276841,0.002,65/km²,1428.753,15722989,95129659000,30.96786776,27243506000,0,0,0,0
Ecuador,South America,2014,972561015,276841,0.002,65/km²,1470.098,15957994,1.01726E+11,29.65631484,28536122000,0,0,0,0
Ecuador,South America,2015,1013320438,276841,0.002,65/km²,1546.387,16195902,99290381000,23.98565577,21107369000,0,0,0,0
Ecuador,South America,2016,1052824471,276841,0.002,65/km²,1606.309,16439585,99937696000,19.01654907,19492639000,0,0,0,0
Ecuador,South America,2017,1092100464,276841,0.002,65/km²,1631.865,16696944,1.04296E+11,21.5889035,21727767000,0,0,0,0
Ecuador,South America,2018,1130019905,276841,0.002,65/km²,1670.811,17015672,1.07562E+11,23.75744696,24314052000,0,0,0,0
Ecuador,South America,2019,1166777625,276841,0.002,65/km²,1823.385,17343740,1.08108E+11,23.02845389,24917131000,0,0,0,0
Ecuador,South America,2020,1197709388,276841,0.002,65/km²,2234.371,17588595,99291124000,19.51730348,21702981000,0,1,0,0
Egypt,Africa,1990,1405401182,1002450,0.007,111/km²,747.357,57214630,42978914311,32.56784969,8748317631,0,0,0,0
Egypt,Africa,1991,1482697024,1002450,0.007,111/km²,753.615,58611032,37387836491,35.37777778,10269192423,0,0,0,0
Egypt,Africa,1992,1562636908,1002450,0.007,111/km²,766.822,59989142,41855986519,30.91301222,11885776186,0,0,0,0
Egypt,Africa,1993,1654914888,1002450,0.007,111/km²,780.502,61382200,46578631453,30.09020619,12034813926,0,0,0,0
Egypt,Africa,1994,1739470710,1002450,0.007,111/km²,794.654,62775847,51897983393,28.05714286,11714116251,0,0,0,0
Egypt,Africa,1995,1834361102,1002450,0.007,111/km²,812.59,64166908,60159245060,27.69607843,13565319965,0,0,0,0
Egypt,Africa,1996,1927929756,1002450,0.007,111/km²,842.274,65565195,67629716981,26.19877942,14033018868,0,0,0,0
Egypt,Africa,1997,2035442595,1002450,0.007,111/km²,875.05,66993728,78436578171,24.89657766,14778761062,0,0,0,0
Egypt,Africa,1998,2156908366,1002450,0.007,111/km²,916.87,68446011,84828807556,25.71329158,13754427391,0,0,0,0
Egypt,Africa,1999,2281404550,1002450,0.007,111/km²,973.56,69907887,90710704807,23.30949285,13653789443,0,0,0,0
Egypt,Africa,2000,2421754260,1002450,0.007,111/km²,1081.795,71371371,99838543960,22.81681858,16174959636,0,0,0,0
Egypt,Africa,2001,2546047979,1002450,0.007,111/km²,1131.338,72854261,96684636119,22.33063842,16900269542,0,0,0,0
Egypt,Africa,2002,2671830360,1002450,0.007,111/km²,1186.452,74393759,85146067416,22.67088942,15595505618,0,0,0,0
Egypt,Africa,2003,2818293018,1002450,0.007,111/km²,1242.28,75963322,80288461538,24.38323353,17500000000,0,0,0,0
Egypt,Africa,2004,2967436337,1002450,0.007,111/km²,1297.123,77522427,78782467532,29.58994436,22240259740,0,0,0,0
Egypt,Africa,2005,3132480025,1002450,0.007,111/km²,1365.938,79075310,89600665557,32.60909935,27188019967,0,0,0,0
Egypt,Africa,2006,3308499089,1002450,0.007,111/km²,1424.405,80629670,1.07426E+11,31.56872268,32173913043,0,0,0,0
Egypt,Africa,2007,3494406417,1002450,0.007,111/km²,1518.391,82218755,1.30438E+11,34.82814178,39457092820,0,0,0,0
Egypt,Africa,2008,3689170414,1002450,0.007,111/km²,1561.016,83844783,1.62818E+11,38.63763261,53800000000,0,0,0,0
Egypt,Africa,2009,3892340086,1002450,0.007,111/km²,1622.99,85501064,1.89147E+11,31.59662253,47205081670,0,0,0,0
Egypt,Africa,2010,4093181569,1002450,0.007,111/km²,1680.246,87252413,2.18984E+11,26.58710426,46751361162,0,0,0,0
Egypt,Africa,2011,4306208216,1002450,0.007,111/km²,1614.38,89200054,2.3599E+11,24.68820655,48537005164,0,0,0,0
Egypt,Africa,2012,4514926545,1002450,0.007,111/km²,1643.161,91240376,2.79117E+11,24.31480265,45766666667,0,0,0,0
Egypt,Africa,2013,4721875713,1002450,0.007,111/km²,1646.376,93377890,2.88434E+11,23.35519243,49085271318,0,0,0,0
Egypt,Africa,2014,4943543743,1002450,0.007,111/km²,1680.828,95592324,3.05595E+11,22.67605634,43529411765,0,0,0,0
Egypt,Africa,2015,5162711129,1002450,0.007,111/km²,1769.603,97723799,3.29367E+11,21.66209747,43423180593,0,0,0,0
Egypt,Africa,2016,5396833763,1002450,0.007,111/km²,1775.947,99784030,3.32442E+11,19.90108511,34392638037,0,0,0,0
Egypt,Africa,2017,5647438524,1002450,0.007,111/km²,1815.148,101789386,2.48363E+11,27.81804754,37289402174,0,0,0,0
Egypt,Africa,2018,5875159991,1002450,0.007,111/km²,1874.711,103740765,2.62589E+11,27.92636406,47225661227,0,0,0,0
Egypt,Africa,2019,6101041543,1002450,0.007,111/km²,1927.98,105618671,3.18679E+11,24.4799857,53041002278,0,0,0,0
Egypt,Africa,2020,6314498289,1002450,0.007,111/km²,2234.371,107465134,3.83818E+11,19.65347983,47872738615,0,1,0,0
El Salvador,North America,1990,57676994,21041,0,301/km²,2234.371,5367179,4817542204,31.11864037,891100175.4,0,1,0,0
El Salvador,North America,1991,60831711,21041,0,301/km²,2234.371,5461070,5252342400,30.52765753,904756600,0,1,0,0
El Salvador,North America,1992,64148488,21041,0,301/km²,2234.371,5552206,5813399300,32.54233027,937870800,0,1,0,0
El Salvador,North America,1993,68124082,21041,0,301/km²,2234.371,5630987,6680269200,34.15498735,1294122000,0,1,0,0
